test_subject,n_input_channels,input_channels,n_reconstructed_channels,method,rmse,mae,pearson_r,r2,band_rmse_delta,band_rmse_theta,band_rmse_alpha,band_rmse_beta,band_rmse_gamma,n_test_trials,n_test_samples,channel
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.36884291115257,7.355392637934635,0.21462937224191053,0.03345402517386298,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,P1
A02T,5,"Fz,C3,C4,Pz,POz",17,bem_dipole_model,9.532467022676109,7.506736699482075,0.3531487788495162,0.06031560301635008,16.661851798822095,8.73597247883398,13.927508745321662,15.239283116282287,7.486669664763386,40,40000,P2
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.608882047112814,7.54698257828617,0.3991797212681176,0.09021089799820503,16.739882801142322,8.718116636684277,13.845517844090264,15.012521233987101,7.506917914685004,40,40000,
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.80405687048302,7.725315025498491,0.3533763787959699,0.08936227104735295,16.739882801142322,8.718116636684277,13.845517844090264,15.012521233987101,7.506917914685004,40,40000,FC1
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,10.08808003415173,7.965945974566188,0.4700966966394126,0.11638187681080792,16.739882801142322,8.718116636684277,13.845517844090264,15.012521233987101,7.506917914685004,40,40000,FCz
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.764285814338976,7.677662519590546,0.47106205166452525,0.12785839493332807,16.739882801142322,8.718116636684277,13.845517844090264,15.012521233987101,7.506917914685004,40,40000,FC2
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,8.39183925384547,6.5026244084398765,0.2218370010310084,0.04735153287314897,16.739882801142322,8.718116636684277,13.845517844090264,15.012521233987101,7.506917914685004,40,40000,C5
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.877598331799652,7.779434283076544,0.31984896227979265,0.06136991121845714,16.739882801142322,8.718116636684277,13.845517844090264,15.012521233987101,7.506917914685004,40,40000,C1
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.878319766533616,7.789180561046212,0.524773535075606,0.10987751812872482,16.739882801142322,8.718116636684277,13.845517844090264,15.012521233987101,7.506917914685004,40,40000,C2
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.515712878611893,7.448505310692272,0.49036517178885625,0.13118295121031576,16.739882801142322,8.718116636684277,13.845517844090264,15.012521233987101,7.506917914685004,40,40000,C6
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.666947005089295,7.608350664393034,0.2975311564301197,0.04930254083848051,16.739882801142322,8.718116636684277,13.845517844090264,15.012521233987101,7.506917914685004,40,40000,CP1
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.890509353871938,7.79945810795868,0.580829045873669,0.07823128107381228,16.739882801142322,8.718116636684277,13.845517844090264,15.012521233987101,7.506917914685004,40,40000,CPz
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.693909720511416,7.634725982490525,0.5367401082823426,0.09739892033014141,16.739882801142322,8.718116636684277,13.845517844090264,15.012521233987101,7.506917914685004,40,40000,CP2
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.26148154316642,7.26911972589105,0.2722649844973341,0.05547918442648336,16.739882801142322,8.718116636684277,13.845517844090264,15.012521233987101,7.506917914685004,40,40000,P1
A02T,10,"Fz,FC3,FC4,C3,Cz,C4,CP3,CP4,Pz,POz",12,bem_dipole_model,9.359397918552942,7.3634683757906165,0.41575819503944583,0.09412720674005859,16.739882801142322,8.718116636684277,13.845517844090264,15.012521233987101,7.506917914685004,40,40000,P2
A02T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,9.354169512001999,7.328711776545112,0.3680386930283945,0.09135946136552575,15.383454806711782,7.349953750969174,12.443912052437868,14.629328167263527,7.580699051929288,40,40000,
A02T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,10.116349223945264,7.988476452345156,0.4326956532412585,0.11142272360859218,15.383454806711782,7.349953750969174,12.443912052437868,14.629328167263527,7.580699051929288,40,40000,FCz
A02T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,8.489314038081748,6.585997304120849,0.16463532580074816,0.025092168615575172,15.383454806711782,7.349953750969174,12.443912052437868,14.629328167263527,7.580699051929288,40,40000,C5
A02T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,9.609709430662889,7.526665000797326,0.4268924112177153,0.11393376412853118,15.383454806711782,7.349953750969174,12.443912052437868,14.629328167263527,7.580699051929288,40,40000,C6
A02T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,9.861380099918495,7.774286079193346,0.4701322570367177,0.08365282096870252,15.383454806711782,7.349953750969174,12.443912052437868,14.629328167263527,7.580699051929288,40,40000,CPz
A02T,15,"Fz,FC3,FC1,FC2,FC4,C3,C1,Cz,C2,C4,CP3,CP1,CP2,CP4,Pz",7,bem_dipole_model,9.184553598806467,7.206309314941551,0.3065055827068297,0.07110482252557127,15.383454806711782,7.349953750969174,12.443912052437868,14.629328167263527,7.580699051929288,40,40000,P1
